original_id,original_category,original_name,original_role,original_subtype,original_node_suggestion,original_priority,method_id,standard_name,aliases,category,role,product_form,mapping_status,merge_with_ids,node_ids,related_node_ids,algorithm_status,algorithm_evidence,node_status,kernel_ids,execution_status,parameter_status,report_status,ui_acceptance,action,batch,dependencies,next_step,clarifications,notes,review_date,source_revision
73,非参数统计,配对样本Wilcoxon,Test,Nonparametric Test,Test Node,P1,test.wilcoxon.paired,配对样本Wilcoxon,,非参数统计,Test,独立节点,初步归类,,,,未定位（本轮检索）,,未发现对应内置节点,,无直接节点入口,未核对,未定位专用报告入口,未执行,新增（先确认算法与产品范围）,B3,配对/独立样本设计和精确/渐近计算规则,明确配对样本Wilcoxon的输入设计、参数、输出与参考实现后开发。,,未定位仅表示本轮在宿主 SCI/Runtime/目录/执行及相关前端中未找到直接实现，不代表已证明缺失。,2026-09-16,ed2f321106433943f2eb1e9c0212de9c37d335ad
74,非参数统计,多样本Friedman,Test,Nonparametric Test,Test Node,P1,test.friedman,多样本Friedman,,非参数统计,Test,独立节点,初步归类,,,,未定位（本轮检索）,,未发现对应内置节点,,无直接节点入口,未核对,未定位专用报告入口,未执行,新增（先确认算法与产品范围）,B3,配对/独立样本设计和精确/渐近计算规则,明确多样本Friedman的输入设计、参数、输出与参考实现后开发。,,未定位仅表示本轮在宿主 SCI/Runtime/目录/执行及相关前端中未找到直接实现，不代表已证明缺失。,2026-09-16,ed2f321106433943f2eb1e9c0212de9c37d335ad
75,非参数统计,游程检验,Test,Nonparametric Test,Test Node,P1,test.runs,游程检验,,非参数统计,Test,独立节点,初步归类,,,,未定位（本轮检索）,,未发现对应内置节点,,无直接节点入口,未核对,未定位专用报告入口,未执行,新增（先确认算法与产品范围）,B3,配对/独立样本设计和精确/渐近计算规则,明确游程检验的输入设计、参数、输出与参考实现后开发。,,未定位仅表示本轮在宿主 SCI/Runtime/目录/执行及相关前端中未找到直接实现，不代表已证明缺失。,2026-09-16,ed2f321106433943f2eb1e9c0212de9c37d335ad
76,非参数统计,Kendall协调系数,Test,Nonparametric Test,Test Node,P1,test.kendall_w,Kendall协调系数,,非参数统计,Test,独立节点,初步归类,,,,未定位（本轮检索）,,未发现对应内置节点,,无直接节点入口,未核对,未定位专用报告入口,未执行,新增（先确认算法与产品范围）,B3,配对/独立样本设计和精确/渐近计算规则,明确Kendall协调系数的输入设计、参数、输出与参考实现后开发。,,未定位仅表示本轮在宿主 SCI/Runtime/目录/执行及相关前端中未找到直接实现，不代表已证明缺失。,2026-09-16,ed2f321106433943f2eb1e9c0212de9c37d335ad
77,非参数统计,Cochran's Q检验,Test,Nonparametric Test,Test Node,P1,test.cochran_q,Cochran's Q检验,,非参数统计,Test,独立节点,初步归类,,,,未定位（本轮检索）,,未发现对应内置节点,,无直接节点入口,未核对,未定位专用报告入口,未执行,新增（先确认算法与产品范围）,B3,配对/独立样本设计和精确/渐近计算规则,明确Cochran's Q检验的输入设计、参数、输出与参考实现后开发。,,未定位仅表示本轮在宿主 SCI/Runtime/目录/执行及相关前端中未找到直接实现，不代表已证明缺失。,2026-09-16,ed2f321106433943f2eb1e9c0212de9c37d335ad
78,非参数统计,Ridit分析,Diagnostic,Model Diagnostics,Diagnostic Node,P1,association.ridit,Ridit分析,,非参数统计,Test,估计后能力/节点,初步映射（范围需细化）,,,,未定位（本轮检索）,,未发现对应内置节点,,无直接节点入口,未核对,未定位专用报告入口,未执行,新增（先确认算法与产品范围）,B3,配对/独立样本设计和精确/渐近计算规则,明确Ridit分析的输入设计、参数、输出与参考实现后开发。,原角色 Diagnostic 与方法用途不一致；角色建议仍需领域复核。,未定位仅表示本轮在宿主 SCI/Runtime/目录/执行及相关前端中未找到直接实现，不代表已证明缺失。,2026-09-16,ed2f321106433943f2eb1e9c0212de9c37d335ad
79,非参数统计,Mood中位值检验,Test,Nonparametric Test,Test Node,P1,test.mood_median,Mood中位值检验,,非参数统计,Test,独立节点,初步归类,,,,未定位（本轮检索）,,未发现对应内置节点,,无直接节点入口,未核对,未定位专用报告入口,未执行,新增（先确认算法与产品范围）,B3,配对/独立样本设计和精确/渐近计算规则,明确Mood中位值检验的输入设计、参数、输出与参考实现后开发。,,未定位仅表示本轮在宿主 SCI/Runtime/目录/执行及相关前端中未找到直接实现，不代表已证明缺失。,2026-09-16,ed2f321106433943f2eb1e9c0212de9c37d335ad
80,非参数统计,Mann-Kendall检验,Test,Nonparametric Test,Test Node,P1,test.mann_kendall,Mann-Kendall检验,,非参数统计,Test,独立节点,初步归类,,,,未定位（本轮检索）,,未发现对应内置节点,,无直接节点入口,未核对,未定位专用报告入口,未执行,新增（先确认算法与产品范围）,B3,配对/独立样本设计和精确/渐近计算规则,明确Mann-Kendall检验的输入设计、参数、输出与参考实现后开发。,,未定位仅表示本轮在宿主 SCI/Runtime/目录/执行及相关前端中未找到直接实现，不代表已证明缺失。,2026-09-16,ed2f321106433943f2eb1e9c0212de9c37d335ad
81,多元统计,聚类,Estimator,Multivariate Method,Analysis Node,P2,multivariate.clustering,聚类,,多元统计,Estimator,独立节点,初步映射（范围需细化）,,,,未定位（本轮检索）,,未发现对应内置节点,,无直接节点入口,未核对,未定位专用报告入口,未执行,新增（先确认算法与产品范围）,B5,矩阵数据、预处理与多元结果契约,明确聚类的输入设计、参数、输出与参考实现后开发。,聚类是方法族；需指定默认算法，不能直接与 82 合并。,未定位仅表示本轮在宿主 SCI/Runtime/目录/执行及相关前端中未找到直接实现，不代表已证明缺失。,2026-09-16,ed2f321106433943f2eb1e9c0212de9c37d335ad
82,多元统计,分层聚类,Estimator,Multivariate Method,Analysis Node,P2,multivariate.hierarchical_clustering,分层聚类,,多元统计,Estimator,独立节点,初步归类,,,,未定位（本轮检索）,,未发现对应内置节点,,无直接节点入口,未核对,未定位专用报告入口,未执行,新增（先确认算法与产品范围）,B5,矩阵数据、预处理与多元结果契约,明确分层聚类的输入设计、参数、输出与参考实现后开发。,,未定位仅表示本轮在宿主 SCI/Runtime/目录/执行及相关前端中未找到直接实现，不代表已证明缺失。,2026-09-16,ed2f321106433943f2eb1e9c0212de9c37d335ad
83,多元统计,探索性因子,Estimator,Multivariate Method,Analysis Node,P2,multivariate.exploratory_factor,探索性因子,,多元统计,Estimator,独立节点,初步归类,,,,未定位（本轮检索）,,未发现对应内置节点,,无直接节点入口,未核对,未定位专用报告入口,未执行,新增（先确认算法与产品范围）,B5,矩阵数据、预处理与多元结果契约,明确探索性因子的输入设计、参数、输出与参考实现后开发。,,未定位仅表示本轮在宿主 SCI/Runtime/目录/执行及相关前端中未找到直接实现，不代表已证明缺失。,2026-09-16,ed2f321106433943f2eb1e9c0212de9c37d335ad
84,多元统计,主成分,Estimator,Multivariate Method,Analysis Node,P2,multivariate.pca,主成分,,多元统计,Estimator,独立节点,初步归类,,,,未定位（本轮检索）,,未发现对应内置节点,,无直接节点入口,未核对,未定位专用报告入口,未执行,新增（先确认算法与产品范围）,B5,矩阵数据、预处理与多元结果契约,明确主成分的输入设计、参数、输出与参考实现后开发。,,未定位仅表示本轮在宿主 SCI/Runtime/目录/执行及相关前端中未找到直接实现，不代表已证明缺失。,2026-09-16,ed2f321106433943f2eb1e9c0212de9c37d335ad
85,多元统计,对应分析,Estimator,Multivariate Method,Analysis Node,P2,multivariate.correspondence,对应分析,,多元统计,Estimator,独立节点,初步归类,,,,未定位（本轮检索）,,未发现对应内置节点,,无直接节点入口,未核对,未定位专用报告入口,未执行,新增（先确认算法与产品范围）,B5,矩阵数据、预处理与多元结果契约,明确对应分析的输入设计、参数、输出与参考实现后开发。,,未定位仅表示本轮在宿主 SCI/Runtime/目录/执行及相关前端中未找到直接实现，不代表已证明缺失。,2026-09-16,ed2f321106433943f2eb1e9c0212de9c37d335ad
86,多元统计,判别分析,Estimator,Multivariate Method,Analysis Node,P2,multivariate.discriminant,判别分析,,多元统计,Estimator,独立节点,初步归类,,,,未定位（本轮检索）,,未发现对应内置节点,,无直接节点入口,未核对,未定位专用报告入口,未执行,新增（先确认算法与产品范围）,B5,矩阵数据、预处理与多元结果契约,明确判别分析的输入设计、参数、输出与参考实现后开发。,,未定位仅表示本轮在宿主 SCI/Runtime/目录/执行及相关前端中未找到直接实现，不代表已证明缺失。,2026-09-16,ed2f321106433943f2eb1e9c0212de9c37d335ad
87,多元统计,RDA冗余分析,Estimator,Multivariate Method,Analysis Node,P2,multivariate.rda,RDA冗余分析,,多元统计,Estimator,独立节点,初步归类,,,,未定位（本轮检索）,,未发现对应内置节点,,无直接节点入口,未核对,未定位专用报告入口,未执行,新增（先确认算法与产品范围）,B5,矩阵数据、预处理与多元结果契约,明确RDA冗余分析的输入设计、参数、输出与参考实现后开发。,,未定位仅表示本轮在宿主 SCI/Runtime/目录/执行及相关前端中未找到直接实现，不代表已证明缺失。,2026-09-16,ed2f321106433943f2eb1e9c0212de9c37d335ad
88,多元统计,多维尺度MDS,Estimator,Multivariate Method,Analysis Node,P2,multivariate.mds,多维尺度MDS,,多元统计,Estimator,独立节点,初步归类,,,,未定位（本轮检索）,,未发现对应内置节点,,无直接节点入口,未核对,未定位专用报告入口,未执行,新增（先确认算法与产品范围）,B5,矩阵数据、预处理与多元结果契约,明确多维尺度MDS的输入设计、参数、输出与参考实现后开发。,,未定位仅表示本轮在宿主 SCI/Runtime/目录/执行及相关前端中未找到直接实现，不代表已证明缺失。,2026-09-16,ed2f321106433943f2eb1e9c0212de9c37d335ad
89,生存分析,Kaplan-Meier,Estimator,Survival Model,Model Node,P1,survival.kaplan_meier,Kaplan-Meier,,生存分析,Estimator,独立节点,初步归类,,,,未定位（本轮检索）,,未发现对应内置节点,,无直接节点入口,未核对,未定位专用报告入口,未执行,新增（先确认算法与产品范围）,B5,生存时间、删失、事件编码与模型结果,明确Kaplan-Meier的输入设计、参数、输出与参考实现后开发。,,未定位仅表示本轮在宿主 SCI/Runtime/目录/执行及相关前端中未找到直接实现，不代表已证明缺失。,2026-09-16,ed2f321106433943f2eb1e9c0212de9c37d335ad
90,生存分析,Cox回归,Estimator,Survival Model,Model Node,P1,survival.cox,Cox回归,,生存分析,Estimator,独立节点,初步归类,,,,未定位（本轮检索）,,未发现对应内置节点,,无直接节点入口,未核对,未定位专用报告入口,未执行,新增（先确认算法与产品范围）,B5,生存时间、删失、事件编码与模型结果,明确Cox回归的输入设计、参数、输出与参考实现后开发。,,未定位仅表示本轮在宿主 SCI/Runtime/目录/执行及相关前端中未找到直接实现，不代表已证明缺失。,2026-09-16,ed2f321106433943f2eb1e9c0212de9c37d335ad
91,生存分析,OR值,Post-estimation,Post-estimation Statistic,Post-estimation Node,P1,postestimation.odds_ratio,OR值,,估计后分析,Post-estimation,结果指标,有源码对应（范围见备注）,,,yssbi.statistics.logit.summary,前端相关计算（Logit OR）,src/modules/results/internal/ui/info/shared/CoefficientTable.tsx,未发现对应内置节点,,无直接节点；已有能力范围见备注,需核对传参与默认值,Binary 系数表有可选 OR 展示；执行链未接入,未执行,复用已有能力并补入口,B2,生存时间、删失、事件编码与模型结果,复核备注中的实现范围，贯通参数与结果；按批次补接节点并运行验收。,区分列联表 OR 和 Logit 系数指数化；当前找到的是后者的前端展示。,仅找到 Logit 系数指数化的展示，不代表列联表 OR 或生存 HR。,2026-09-16,ed2f321106433943f2eb1e9c0212de9c37d335ad
92,生存分析,RCS样条分析,Estimator,Survival Model,Model Node,P1,transform.rcs,RCS样条分析,,数据变换,Transform,变换/模型设计,初步映射（范围需细化）,,,,未定位（本轮检索）,,未发现对应内置节点,,无直接节点入口,未核对,未定位专用报告入口,未执行,新增（先确认算法与产品范围）,B5,生存时间、删失、事件编码与模型结果,明确RCS样条分析的输入设计、参数、输出与参考实现后开发。,样条基函数变换可供多种模型消费，不限定为生存估计器。,未定位仅表示本轮在宿主 SCI/Runtime/目录/执行及相关前端中未找到直接实现，不代表已证明缺失。,2026-09-16,ed2f321106433943f2eb1e9c0212de9c37d335ad
93,生存分析,列线图,Visualization,Exploratory Plot,Visualization Node,P1,plot.nomogram,列线图,,生存分析,Visualization,绘图节点,初步归类,,,,未定位（本轮检索）,,未发现对应内置节点,,无直接节点入口,未核对,未定位专用报告入口,未执行,新增（先确认算法与产品范围）,B5,生存时间、删失、事件编码与模型结果,明确列线图的输入设计、参数、输出与参考实现后开发。,,未定位仅表示本轮在宿主 SCI/Runtime/目录/执行及相关前端中未找到直接实现，不代表已证明缺失。,2026-09-16,ed2f321106433943f2eb1e9c0212de9c37d335ad
94,生存分析,NRI和IDI,Diagnostic,Model Diagnostics,Diagnostic Node,P1,diagnostic.nri_idi,NRI和IDI,,生存分析,Diagnostic,估计后能力/节点,初步映射（范围需细化）,,,,未定位（本轮检索）,,未发现对应内置节点,,无直接节点入口,未核对,未定位专用报告入口,未执行,新增（先确认算法与产品范围）,B5,生存时间、删失、事件编码与模型结果,明确NRI和IDI的输入设计、参数、输出与参考实现后开发。,NRI 与 IDI 需拆清统计量、基准模型和验证样本。,未定位仅表示本轮在宿主 SCI/Runtime/目录/执行及相关前端中未找到直接实现，不代表已证明缺失。,2026-09-16,ed2f321106433943f2eb1e9c0212de9c37d335ad
95,生存分析,校准曲线,Visualization,Model/Result Plot,Visualization Node,P1,plot.calibration,校准曲线,,生存分析,Visualization,绘图节点,初步归类,,,,未定位（本轮检索）,,未发现对应内置节点,,无直接节点入口,未核对,未定位专用报告入口,未执行,新增（先确认算法与产品范围）,B5,生存时间、删失、事件编码与模型结果,明确校准曲线的输入设计、参数、输出与参考实现后开发。,,未定位仅表示本轮在宿主 SCI/Runtime/目录/执行及相关前端中未找到直接实现，不代表已证明缺失。,2026-09-16,ed2f321106433943f2eb1e9c0212de9c37d335ad
96,生存分析,DCA曲线,Visualization,Model/Result Plot,Visualization Node,P1,plot.decision_curve,DCA曲线,,生存分析,Visualization,绘图节点,初步归类,,,,未定位（本轮检索）,,未发现对应内置节点,,无直接节点入口,未核对,未定位专用报告入口,未执行,新增（先确认算法与产品范围）,B5,生存时间、删失、事件编码与模型结果,明确DCA曲线的输入设计、参数、输出与参考实现后开发。,,未定位仅表示本轮在宿主 SCI/Runtime/目录/执行及相关前端中未找到直接实现，不代表已证明缺失。,2026-09-16,ed2f321106433943f2eb1e9c0212de9c37d335ad
97,生存分析,亚组分析,Post-estimation,Sensitivity/Subgroup,Post-estimation Node,P1,workflow.subgroup,亚组分析,,生存分析,Post-estimation,工作流模板,初步归类,,,,未定位（本轮检索）,,未发现对应内置节点,,无直接节点入口,未核对,未定位专用报告入口,未执行,明确产品形态后复用/新增,B5,生存时间、删失、事件编码与模型结果,明确亚组分析的输入设计、参数、输出与参考实现后开发。,,未定位仅表示本轮在宿主 SCI/Runtime/目录/执行及相关前端中未找到直接实现，不代表已证明缺失。,2026-09-16,ed2f321106433943f2eb1e9c0212de9c37d335ad
98,纵向/层级模型,广义估计方程GEE,Estimator,Mixed/Longitudinal Model,Model Node,P1,longitudinal.gee,广义估计方程GEE,,纵向与层级模型,Estimator,独立节点,初步归类,,,,未定位（本轮检索）,,未发现对应内置节点,,无直接节点入口,未核对,未定位专用报告入口,未执行,新增（先确认算法与产品范围）,B5,实体分组、重复测量与相关结构,明确广义估计方程GEE的输入设计、参数、输出与参考实现后开发。,,未定位仅表示本轮在宿主 SCI/Runtime/目录/执行及相关前端中未找到直接实现，不代表已证明缺失。,2026-09-16,ed2f321106433943f2eb1e9c0212de9c37d335ad
99,纵向/层级模型,多层线性模型HLM,Estimator,Mixed/Longitudinal Model,Model Node,P1,mixed.hlm,多层线性模型HLM,,纵向与层级模型,Estimator,独立节点,初步映射（范围需细化）,,,,未定位（本轮检索）,,未发现对应内置节点,,无直接节点入口,未核对,未定位专用报告入口,未执行,新增（先确认算法与产品范围）,B5,实体分组、重复测量与相关结构,明确多层线性模型HLM的输入设计、参数、输出与参考实现后开发。,与 LMM 可能重叠，需核对随机效应及层级设计。,未定位仅表示本轮在宿主 SCI/Runtime/目录/执行及相关前端中未找到直接实现，不代表已证明缺失。,2026-09-16,ed2f321106433943f2eb1e9c0212de9c37d335ad
100,纵向/层级模型,rwg,Estimator,Mixed/Longitudinal Model,Model Node,P1,association.rwg,rwg,,纵向与层级模型,Estimator,独立节点,初步映射（范围需细化）,,,,未定位（本轮检索）,,未发现对应内置节点,,无直接节点入口,未核对,未定位专用报告入口,未执行,新增（先确认算法与产品范围）,B5,实体分组、重复测量与相关结构,明确rwg的输入设计、参数、输出与参考实现后开发。,需要定义零假设评分分布与汇总层级。,未定位仅表示本轮在宿主 SCI/Runtime/目录/执行及相关前端中未找到直接实现，不代表已证明缺失。,2026-09-16,ed2f321106433943f2eb1e9c0212de9c37d335ad
101,计量经济/因果推断,两阶段回归TSLS,Estimator,Econometric/Causal Estimator,Model Node,P1,econometrics.iv.2sls,工具变量两阶段最小二乘（2SLS）,TSLS;2SLS;IV,计量经济与因果推断,Estimator,独立节点,有源码对应（范围见备注）,,yssbi.statistics.iv.2sls.summary,,实现存在（静态）,src-tauri/crates/yss-sci/src/regression/linear_model/iv2sls/fit.rs;src-tauri/crates/yss-sci-runtime/src/regression/mod.rs,定义存在,yssbi.statistics.iv.2sls.summary,未注册,需核对传参与默认值,报告定义/组件存在；执行待接入,未执行,补接/重构,B4,实体/时间/处理/工具变量设计,复核备注中的实现范围，贯通参数与结果；按批次补接节点并运行验收。,,底层支持多个内生变量的代码/测试存在，但目录和 Runtime 的输入范围更窄；接入前统一形状与配置。,2026-09-16,ed2f321106433943f2eb1e9c0212de9c37d335ad
102,计量经济/因果推断,面板模型,Estimator,Econometric/Causal Estimator,Model Node,P1,econometrics.panel.family,面板模型,,计量经济与因果推断,Estimator,独立节点,有源码对应（范围见备注）,,yssbi.statistics.panel.summary,,部分实现（方法族）,src-tauri/crates/yss-sci/src/regression/panel/mod.rs;src-tauri/crates/yss-sci-runtime/src/regression/mod.rs,定义存在,yssbi.statistics.panel.summary,未注册,需核对传参与默认值,报告定义/组件存在；执行待接入,未执行,补接/重构,B4,实体/时间/处理/工具变量设计,复核备注中的实现范围，贯通参数与结果；按批次补接节点并运行验收。,目录面板入口与 SCI 支持面不一致；FE/RE/FD/BE 不能只靠一个参数宣称全部接通。,SCI 有 FE/RE/FD 等；当前通用面板入口仅调用双向 FE，不能把整个方法族标为已贯通。,2026-09-16,ed2f321106433943f2eb1e9c0212de9c37d335ad
103,计量经济/因果推断,动态面板,Estimator,Econometric/Causal Estimator,Model Node,P1,econometrics.panel.dynamic,动态面板,,计量经济与因果推断,Estimator,独立节点,初步归类,,,,未定位（本轮检索）,,未发现对应内置节点,,无直接节点入口,未核对,未定位专用报告入口,未执行,新增（先确认算法与产品范围）,B4,实体/时间/处理/工具变量设计,明确动态面板的输入设计、参数、输出与参考实现后开发。,,未定位仅表示本轮在宿主 SCI/Runtime/目录/执行及相关前端中未找到直接实现，不代表已证明缺失。,2026-09-16,ed2f321106433943f2eb1e9c0212de9c37d335ad
104,计量经济/因果推断,GMM估计,Estimator,Econometric/Causal Estimator,Model Node,P1,econometrics.gmm,GMM估计,,计量经济与因果推断,Estimator,独立节点,初步归类,,,,未定位（本轮检索）,,未发现对应内置节点,,无直接节点入口,未核对,未定位专用报告入口,未执行,新增（先确认算法与产品范围）,B4,实体/时间/处理/工具变量设计,明确GMM估计的输入设计、参数、输出与参考实现后开发。,,未定位仅表示本轮在宿主 SCI/Runtime/目录/执行及相关前端中未找到直接实现，不代表已证明缺失。,2026-09-16,ed2f321106433943f2eb1e9c0212de9c37d335ad
105,计量经济/因果推断,DID差分,Estimator,Econometric/Causal Estimator,Model Node,P1,causal.did,DID差分,,计量经济与因果推断,Estimator,独立节点,有源码对应（范围见备注）,,yssbi.statistics.panel.did.twfe,,部分实现（TWFE 及相关分析）,src-tauri/crates/yss-sci/src/regression/panel/fe.rs;src-tauri/crates/yss-sci/src/regression/panel/did.rs;src-tauri/crates/yss-sci-runtime/src/panel/did.rs,定义存在,yssbi.statistics.panel.did.twfe,未注册,需核对传参与默认值,报告定义/组件存在；执行待接入,未执行,补接/重构,B4,实体/时间/处理/工具变量设计,复核备注中的实现范围，贯通参数与结果；按批次补接节点并运行验收。,已定位双向固定效应入口，其他 DID 估计方法和设计不能泛化为已实现。,仅定位 TWFE/事件研究和随机化推断相关实现；其他 DID/事件研究方法未作覆盖声明。,2026-09-16,ed2f321106433943f2eb1e9c0212de9c37d335ad
106,计量经济/因果推断,RDD断点,Estimator,Econometric/Causal Estimator,Model Node,P1,causal.rdd,RDD断点,,计量经济与因果推断,Estimator,独立节点,初步归类,,,,未定位（本轮检索）,,未发现对应内置节点,,无直接节点入口,未核对,未定位专用报告入口,未执行,新增（先确认算法与产品范围）,B4,实体/时间/处理/工具变量设计,明确RDD断点的输入设计、参数、输出与参考实现后开发。,,未定位仅表示本轮在宿主 SCI/Runtime/目录/执行及相关前端中未找到直接实现，不代表已证明缺失。,2026-09-16,ed2f321106433943f2eb1e9c0212de9c37d335ad
107,计量经济/因果推断,倾向得分匹配PSM,Estimator,Econometric/Causal Estimator,Model Node,P1,causal.psm,倾向得分匹配PSM,,计量经济与因果推断,Estimator,独立节点,初步归类,,,,未定位（本轮检索）,,未发现对应内置节点,,无直接节点入口,未核对,未定位专用报告入口,未执行,新增（先确认算法与产品范围）,B4,实体/时间/处理/工具变量设计,明确倾向得分匹配PSM的输入设计、参数、输出与参考实现后开发。,,未定位仅表示本轮在宿主 SCI/Runtime/目录/执行及相关前端中未找到直接实现，不代表已证明缺失。,2026-09-16,ed2f321106433943f2eb1e9c0212de9c37d335ad
108,计量经济/因果推断,Heckman TwoStep,Estimator,Econometric/Causal Estimator,Model Node,P1,econometrics.heckman_two_step,Heckman TwoStep,,计量经济与因果推断,Estimator,独立节点,初步归类,,,,未定位（本轮检索）,,未发现对应内置节点,,无直接节点入口,未核对,未定位专用报告入口,未执行,新增（先确认算法与产品范围）,B4,实体/时间/处理/工具变量设计,明确Heckman TwoStep的输入设计、参数、输出与参考实现后开发。,,未定位仅表示本轮在宿主 SCI/Runtime/目录/执行及相关前端中未找到直接实现，不代表已证明缺失。,2026-09-16,ed2f321106433943f2eb1e9c0212de9c37d335ad
109,计量经济/因果推断,异质性检验,Test,Hypothesis Test,Test Node,P1,test.heterogeneity,异质性检验,,计量经济与因果推断,Test,独立节点,初步映射（范围需细化）,,,,未定位（本轮检索）,,未发现对应内置节点,,无直接节点入口,未核对,未定位专用报告入口,未执行,新增（先确认算法与产品范围）,B4,实体/时间/处理/工具变量设计,明确异质性检验的输入设计、参数、输出与参考实现后开发。,明确检验对象；不能用 Meta 的 Cochran Q 替代一般异质性检验。,未定位仅表示本轮在宿主 SCI/Runtime/目录/执行及相关前端中未找到直接实现，不代表已证明缺失。,2026-09-16,ed2f321106433943f2eb1e9c0212de9c37d335ad
110,计量经济/因果推断,随机前沿SFA,Estimator,Econometric/Causal Estimator,Model Node,P1,econometrics.sfa,随机前沿SFA,,计量经济与因果推断,Estimator,独立节点,初步归类,,,,未定位（本轮检索）,,未发现对应内置节点,,无直接节点入口,未核对,未定位专用报告入口,未执行,新增（先确认算法与产品范围）,B4,实体/时间/处理/工具变量设计,明确随机前沿SFA的输入设计、参数、输出与参考实现后开发。,,未定位仅表示本轮在宿主 SCI/Runtime/目录/执行及相关前端中未找到直接实现，不代表已证明缺失。,2026-09-16,ed2f321106433943f2eb1e9c0212de9c37d335ad
111,计量经济/因果推断,Dagum基尼系数,Estimator,Econometric/Causal Estimator,Model Node,P1,inequality.dagum_gini,Dagum基尼系数,,计量经济与因果推断,Estimator,独立节点,初步归类,,,,未定位（本轮检索）,,未发现对应内置节点,,无直接节点入口,未核对,未定位专用报告入口,未执行,新增（先确认算法与产品范围）,B4,实体/时间/处理/工具变量设计,明确Dagum基尼系数的输入设计、参数、输出与参考实现后开发。,,未定位仅表示本轮在宿主 SCI/Runtime/目录/执行及相关前端中未找到直接实现，不代表已证明缺失。,2026-09-16,ed2f321106433943f2eb1e9c0212de9c37d335ad
112,计量经济/因果推断,Gini基尼系数,Estimator,Econometric/Causal Estimator,Model Node,P1,inequality.gini,Gini基尼系数,,计量经济与因果推断,Estimator,独立节点,初步归类,,,,未定位（本轮检索）,,未发现对应内置节点,,无直接节点入口,未核对,未定位专用报告入口,未执行,新增（先确认算法与产品范围）,B4,实体/时间/处理/工具变量设计,明确Gini基尼系数的输入设计、参数、输出与参考实现后开发。,,未定位仅表示本轮在宿主 SCI/Runtime/目录/执行及相关前端中未找到直接实现，不代表已证明缺失。,2026-09-16,ed2f321106433943f2eb1e9c0212de9c37d335ad
113,计量经济/因果推断,泰尔指数,Estimator,Econometric/Causal Estimator,Model Node,P1,inequality.theil,泰尔指数,,计量经济与因果推断,Estimator,独立节点,初步归类,,,,未定位（本轮检索）,,未发现对应内置节点,,无直接节点入口,未核对,未定位专用报告入口,未执行,新增（先确认算法与产品范围）,B4,实体/时间/处理/工具变量设计,明确泰尔指数的输入设计、参数、输出与参考实现后开发。,,未定位仅表示本轮在宿主 SCI/Runtime/目录/执行及相关前端中未找到直接实现，不代表已证明缺失。,2026-09-16,ed2f321106433943f2eb1e9c0212de9c37d335ad
114,时间序列,ADF检验,Test,Assumption/Specification Test,Test Node,P1,timeseries.adf,ADF检验,,时间序列,Test,独立节点,有源码对应（范围见备注）,,yssbi.statistics.adf.test;yssbi.statistics.adf.summary,,实现存在（静态）,src-tauri/crates/yss-sci/src/ts/unit_root.rs;src-tauri/crates/yss-sci-runtime/src/time_series/models.rs,定义存在,yssbi.statistics.adf.summary;yssbi.statistics.adf.test,未注册,需核对传参与默认值,报告定义/组件存在；执行待接入,未执行,补接/重构,B4,时间顺序、滞后、对齐与模型结果,复核备注中的实现范围，贯通参数与结果；按批次补接节点并运行验收。,,ADF 算法及目录存在；测试/汇总的结果端口需接入。,2026-09-16,ed2f321106433943f2eb1e9c0212de9c37d335ad
115,时间序列,ARIMA预测,Estimator,Time-series Model,Model Node,P1,timeseries.arima,ARIMA预测,,时间序列,Estimator,独立节点,初步归类,,,,未定位（本轮检索）,,未发现对应内置节点,,无直接节点入口,未核对,未定位专用报告入口,未执行,新增（先确认算法与产品范围）,B4,时间顺序、滞后、对齐与模型结果,明确ARIMA预测的输入设计、参数、输出与参考实现后开发。,,未定位仅表示本轮在宿主 SCI/Runtime/目录/执行及相关前端中未找到直接实现，不代表已证明缺失。,2026-09-16,ed2f321106433943f2eb1e9c0212de9c37d335ad
116,时间序列,季节SARIMA,Estimator,Time-series Model,Model Node,P1,timeseries.sarima,季节SARIMA,,时间序列,Estimator,独立节点,初步归类,,,,未定位（本轮检索）,,未发现对应内置节点,,无直接节点入口,未核对,未定位专用报告入口,未执行,新增（先确认算法与产品范围）,B4,时间顺序、滞后、对齐与模型结果,明确季节SARIMA的输入设计、参数、输出与参考实现后开发。,,未定位仅表示本轮在宿主 SCI/Runtime/目录/执行及相关前端中未找到直接实现，不代表已证明缺失。,2026-09-16,ed2f321106433943f2eb1e9c0212de9c37d335ad
117,时间序列,偏（自）相关图,Visualization,Exploratory Plot,Visualization Node,P1,plot.correlogram,偏（自）相关图,,时间序列,Visualization,绘图节点,有源码对应（范围见备注）,,yssbi.plot.correlogram.view,,实现存在（静态）,src-tauri/crates/yss-sci/src/ts/acf_pacf.rs,定义存在,yssbi.plot.correlogram.view,未注册,需核对传参与默认值,相关图渲染与 OLS 报告已有；独立节点待接入,未执行,补接/重构,B4,时间顺序、滞后、对齐与模型结果,复核备注中的实现范围，贯通参数与结果；按批次补接节点并运行验收。,图形入口与 ACF/PACF 数值计算分列；数值能力见 324/325。,数值能力已实现；绘图节点未注册，OLS 报告内有相关图。,2026-09-16,ed2f321106433943f2eb1e9c0212de9c37d335ad
