node_id,title,english_title,group,kernel_id,definition_evidence,execution_status,execution_evidence,algorithm_status,algorithm_evidence,report_status,parameter_status,ui_acceptance,method_ids,action,notes,review_date,source_revision
yssbi.distribution.chi_squared.sample,卡方分布采样,Chi-squared Samples,概率分布采样,yssbi.distribution.chi_squared.sample,src-tauri/crates/yss-node-catalog/src/distribution/mod.rs:161,未注册,src-tauri/crates/yss-node-kernel/src/builtins/mod.rs,未定位节点专用实现,,未核对,采样参数已声明；种子/执行策略待设计,未执行,,补接,仅确认分布采样定义；不对应同名回归、检验或生存模型。随机种子和执行实现需补齐。 原清单无直接对应条目或未单列；作为基础设施/额外能力保留。,2026-09-16,working-tree@ed2f321106433943f2eb1e9c0212de9c37d335ad
yssbi.distribution.discrete_uniform.sample,离散均匀分布采样,Discrete-uniform Samples,概率分布采样,yssbi.distribution.discrete_uniform.sample,src-tauri/crates/yss-node-catalog/src/distribution/mod.rs:370,未注册,src-tauri/crates/yss-node-kernel/src/builtins/mod.rs,未定位节点专用实现,,未核对,采样参数已声明；种子/执行策略待设计,未执行,,补接,仅确认分布采样定义；不对应同名回归、检验或生存模型。随机种子和执行实现需补齐。 原清单无直接对应条目或未单列；作为基础设施/额外能力保留。,2026-09-16,working-tree@ed2f321106433943f2eb1e9c0212de9c37d335ad
yssbi.distribution.erlang.sample,爱尔朗分布采样,Erlang Samples,概率分布采样,yssbi.distribution.erlang.sample,src-tauri/crates/yss-node-catalog/src/distribution/mod.rs:289,未注册,src-tauri/crates/yss-node-kernel/src/builtins/mod.rs,未定位节点专用实现,,未核对,采样参数已声明；种子/执行策略待设计,未执行,,补接,仅确认分布采样定义；不对应同名回归、检验或生存模型。随机种子和执行实现需补齐。 原清单无直接对应条目或未单列；作为基础设施/额外能力保留。,2026-09-16,working-tree@ed2f321106433943f2eb1e9c0212de9c37d335ad
yssbi.distribution.exponential.sample,指数分布采样,Exponential Samples,概率分布采样,yssbi.distribution.exponential.sample,src-tauri/crates/yss-node-catalog/src/distribution/mod.rs:89,未注册,src-tauri/crates/yss-node-kernel/src/builtins/mod.rs,未定位节点专用实现,,未核对,采样参数已声明；种子/执行策略待设计,未执行,,补接,仅确认分布采样定义；不对应同名回归、检验或生存模型。随机种子和执行实现需补齐。 原清单无直接对应条目或未单列；作为基础设施/额外能力保留。,2026-09-16,working-tree@ed2f321106433943f2eb1e9c0212de9c37d335ad
yssbi.distribution.fisher_snedecor.sample,F 分布采样,F-distribution Samples,概率分布采样,yssbi.distribution.fisher_snedecor.sample,src-tauri/crates/yss-node-catalog/src/distribution/mod.rs:263,未注册,src-tauri/crates/yss-node-kernel/src/builtins/mod.rs,未定位节点专用实现,,未核对,采样参数已声明；种子/执行策略待设计,未执行,,补接,仅确认分布采样定义；不对应同名回归、检验或生存模型。随机种子和执行实现需补齐。 原清单无直接对应条目或未单列；作为基础设施/额外能力保留。,2026-09-16,working-tree@ed2f321106433943f2eb1e9c0212de9c37d335ad
yssbi.distribution.gamma.sample,伽马分布采样,Gamma Samples,概率分布采样,yssbi.distribution.gamma.sample,src-tauri/crates/yss-node-catalog/src/distribution/mod.rs:102,未注册,src-tauri/crates/yss-node-kernel/src/builtins/mod.rs,未定位节点专用实现,,未核对,采样参数已声明；种子/执行策略待设计,未执行,,补接,仅确认分布采样定义；不对应同名回归、检验或生存模型。随机种子和执行实现需补齐。 原清单无直接对应条目或未单列；作为基础设施/额外能力保留。,2026-09-16,working-tree@ed2f321106433943f2eb1e9c0212de9c37d335ad
yssbi.distribution.geometric.sample,几何分布采样,Geometric Samples,概率分布采样,yssbi.distribution.geometric.sample,src-tauri/crates/yss-node-catalog/src/distribution/mod.rs:343,未注册,src-tauri/crates/yss-node-kernel/src/builtins/mod.rs,未定位节点专用实现,,未核对,采样参数已声明；种子/执行策略待设计,未执行,,补接,仅确认分布采样定义；不对应同名回归、检验或生存模型。随机种子和执行实现需补齐。 原清单无直接对应条目或未单列；作为基础设施/额外能力保留。,2026-09-16,working-tree@ed2f321106433943f2eb1e9c0212de9c37d335ad
yssbi.distribution.hypergeometric.sample,超几何分布采样,Hypergeometric Samples,概率分布采样,yssbi.distribution.hypergeometric.sample,src-tauri/crates/yss-node-catalog/src/distribution/mod.rs:384,未注册,src-tauri/crates/yss-node-kernel/src/builtins/mod.rs,未定位节点专用实现,,未核对,采样参数已声明；种子/执行策略待设计,未执行,,补接,仅确认分布采样定义；不对应同名回归、检验或生存模型。随机种子和执行实现需补齐。 原清单无直接对应条目或未单列；作为基础设施/额外能力保留。,2026-09-16,working-tree@ed2f321106433943f2eb1e9c0212de9c37d335ad
yssbi.distribution.inverse_gamma.sample,逆伽马分布采样,Inverse-gamma Samples,概率分布采样,yssbi.distribution.inverse_gamma.sample,src-tauri/crates/yss-node-catalog/src/distribution/mod.rs:234,未注册,src-tauri/crates/yss-node-kernel/src/builtins/mod.rs,未定位节点专用实现,,未核对,采样参数已声明；种子/执行策略待设计,未执行,,补接,仅确认分布采样定义；不对应同名回归、检验或生存模型。随机种子和执行实现需补齐。 原清单无直接对应条目或未单列；作为基础设施/额外能力保留。,2026-09-16,working-tree@ed2f321106433943f2eb1e9c0212de9c37d335ad
yssbi.distribution.laplace.sample,拉普拉斯分布采样,Laplace Samples,概率分布采样,yssbi.distribution.laplace.sample,src-tauri/crates/yss-node-catalog/src/distribution/mod.rs:206,未注册,src-tauri/crates/yss-node-kernel/src/builtins/mod.rs,未定位节点专用实现,,未核对,采样参数已声明；种子/执行策略待设计,未执行,,补接,仅确认分布采样定义；不对应同名回归、检验或生存模型。随机种子和执行实现需补齐。 原清单无直接对应条目或未单列；作为基础设施/额外能力保留。,2026-09-16,working-tree@ed2f321106433943f2eb1e9c0212de9c37d335ad
yssbi.distribution.log_normal.sample,对数正态分布采样,Log-normal Samples,概率分布采样,yssbi.distribution.log_normal.sample,src-tauri/crates/yss-node-catalog/src/distribution/mod.rs:178,未注册,src-tauri/crates/yss-node-kernel/src/builtins/mod.rs,未定位节点专用实现,,未核对,采样参数已声明；种子/执行策略待设计,未执行,,补接,仅确认分布采样定义；不对应同名回归、检验或生存模型。随机种子和执行实现需补齐。 原清单无直接对应条目或未单列；作为基础设施/额外能力保留。,2026-09-16,working-tree@ed2f321106433943f2eb1e9c0212de9c37d335ad
yssbi.distribution.negative_binomial.sample,负二项分布采样,Negative-binomial Samples,概率分布采样,yssbi.distribution.negative_binomial.sample,src-tauri/crates/yss-node-catalog/src/distribution/mod.rs:356,未注册,src-tauri/crates/yss-node-kernel/src/builtins/mod.rs,未定位节点专用实现,,未核对,采样参数已声明；种子/执行策略待设计,未执行,,补接,仅确认分布采样定义；不对应同名回归、检验或生存模型。随机种子和执行实现需补齐。 原清单无直接对应条目或未单列；作为基础设施/额外能力保留。,2026-09-16,working-tree@ed2f321106433943f2eb1e9c0212de9c37d335ad
yssbi.distribution.normal.sample,正态分布采样,Normal Samples,概率分布采样,yssbi.distribution.normal.sample,src-tauri/crates/yss-node-catalog/src/distribution/mod.rs:61,未注册,src-tauri/crates/yss-node-kernel/src/builtins/mod.rs,未定位节点专用实现,,未核对,采样参数已声明；种子/执行策略待设计,未执行,,补接,仅确认分布采样定义；不对应同名回归、检验或生存模型。随机种子和执行实现需补齐。 原清单无直接对应条目或未单列；作为基础设施/额外能力保留。,2026-09-16,working-tree@ed2f321106433943f2eb1e9c0212de9c37d335ad
yssbi.distribution.pareto.sample,帕累托分布采样,Pareto Samples,概率分布采样,yssbi.distribution.pareto.sample,src-tauri/crates/yss-node-catalog/src/distribution/mod.rs:220,未注册,src-tauri/crates/yss-node-kernel/src/builtins/mod.rs,未定位节点专用实现,,未核对,采样参数已声明；种子/执行策略待设计,未执行,,补接,仅确认分布采样定义；不对应同名回归、检验或生存模型。随机种子和执行实现需补齐。 原清单无直接对应条目或未单列；作为基础设施/额外能力保留。,2026-09-16,working-tree@ed2f321106433943f2eb1e9c0212de9c37d335ad
yssbi.distribution.poisson.sample,泊松分布采样,Poisson Samples,概率分布采样,yssbi.distribution.poisson.sample,src-tauri/crates/yss-node-catalog/src/distribution/mod.rs:330,未注册,src-tauri/crates/yss-node-kernel/src/builtins/mod.rs,未定位节点专用实现,,未核对,采样参数已声明；种子/执行策略待设计,未执行,,补接,仅确认分布采样定义；不对应同名回归、检验或生存模型。随机种子和执行实现需补齐。 原清单无直接对应条目或未单列；作为基础设施/额外能力保留。,2026-09-16,working-tree@ed2f321106433943f2eb1e9c0212de9c37d335ad
yssbi.distribution.students_t.sample,学生 t 分布采样,Student's t Samples,概率分布采样,yssbi.distribution.students_t.sample,src-tauri/crates/yss-node-catalog/src/distribution/mod.rs:130,未注册,src-tauri/crates/yss-node-kernel/src/builtins/mod.rs,未定位节点专用实现,,未核对,采样参数已声明；种子/执行策略待设计,未执行,,补接,仅确认分布采样定义；不对应同名回归、检验或生存模型。随机种子和执行实现需补齐。 原清单无直接对应条目或未单列；作为基础设施/额外能力保留。,2026-09-16,working-tree@ed2f321106433943f2eb1e9c0212de9c37d335ad
yssbi.distribution.triangular.sample,三角分布采样,Triangular Samples,概率分布采样,yssbi.distribution.triangular.sample,src-tauri/crates/yss-node-catalog/src/distribution/mod.rs:248,未注册,src-tauri/crates/yss-node-kernel/src/builtins/mod.rs,未定位节点专用实现,,未核对,采样参数已声明；种子/执行策略待设计,未执行,,补接,仅确认分布采样定义；不对应同名回归、检验或生存模型。随机种子和执行实现需补齐。 原清单无直接对应条目或未单列；作为基础设施/额外能力保留。,2026-09-16,working-tree@ed2f321106433943f2eb1e9c0212de9c37d335ad
yssbi.distribution.uniform.sample,连续均匀分布采样,Uniform Samples,概率分布采样,yssbi.distribution.uniform.sample,src-tauri/crates/yss-node-catalog/src/distribution/mod.rs:75,未注册,src-tauri/crates/yss-node-kernel/src/builtins/mod.rs,未定位节点专用实现,,未核对,采样参数已声明；种子/执行策略待设计,未执行,,补接,仅确认分布采样定义；不对应同名回归、检验或生存模型。随机种子和执行实现需补齐。 原清单无直接对应条目或未单列；作为基础设施/额外能力保留。,2026-09-16,working-tree@ed2f321106433943f2eb1e9c0212de9c37d335ad
yssbi.distribution.weibull.sample,威布尔分布采样,Weibull Samples,概率分布采样,yssbi.distribution.weibull.sample,src-tauri/crates/yss-node-catalog/src/distribution/mod.rs:192,未注册,src-tauri/crates/yss-node-kernel/src/builtins/mod.rs,未定位节点专用实现,,未核对,采样参数已声明；种子/执行策略待设计,未执行,,补接,仅确认分布采样定义；不对应同名回归、检验或生存模型。随机种子和执行实现需补齐。 原清单无直接对应条目或未单列；作为基础设施/额外能力保留。,2026-09-16,working-tree@ed2f321106433943f2eb1e9c0212de9c37d335ad
yssbi.logic.and,且,And,逻辑与比较,yssbi.logic.and,src-tauri/crates/yss-node-catalog/src/builtin.rs:357,已注册（静态）,src-tauri/crates/yss-node-kernel/src/builtins/mod.rs,执行实现存在（静态）,src-tauri/crates/yss-node-kernel/src/builtins/mod.rs,结果查询基础；展示需逐项验收,定义与实现契约装配校验；未运行验收,未执行,,保留并验收,目录说明不代表运行实现；本表未做运行验收。 原清单无直接对应条目或未单列；作为基础设施/额外能力保留。,2026-09-16,working-tree@ed2f321106433943f2eb1e9c0212de9c37d335ad
yssbi.logic.equal,等于,Equal,逻辑与比较,yssbi.compare.equal,src-tauri/crates/yss-node-catalog/src/builtin.rs:306,已注册（静态）,src-tauri/crates/yss-node-kernel/src/builtins/mod.rs,执行实现存在（静态）,src-tauri/crates/yss-node-kernel/src/builtins/mod.rs,结果查询基础；展示需逐项验收,定义与实现契约装配校验；未运行验收,未执行,,保留并验收,目录说明不代表运行实现；本表未做运行验收。 原清单无直接对应条目或未单列；作为基础设施/额外能力保留。,2026-09-16,working-tree@ed2f321106433943f2eb1e9c0212de9c37d335ad
yssbi.logic.greater,大于,Greater Than,逻辑与比较,yssbi.compare.greater,src-tauri/crates/yss-node-catalog/src/builtin.rs:338,已注册（静态）,src-tauri/crates/yss-node-kernel/src/builtins/mod.rs,执行实现存在（静态）,src-tauri/crates/yss-node-kernel/src/builtins/mod.rs,结果查询基础；展示需逐项验收,定义与实现契约装配校验；未运行验收,未执行,,保留并验收,目录说明不代表运行实现；本表未做运行验收。 原清单无直接对应条目或未单列；作为基础设施/额外能力保留。,2026-09-16,working-tree@ed2f321106433943f2eb1e9c0212de9c37d335ad
yssbi.logic.greater_equal,大于等于,Greater or Equal,逻辑与比较,yssbi.compare.greater_equal,src-tauri/crates/yss-node-catalog/src/builtin.rs:346,已注册（静态）,src-tauri/crates/yss-node-kernel/src/builtins/mod.rs,执行实现存在（静态）,src-tauri/crates/yss-node-kernel/src/builtins/mod.rs,结果查询基础；展示需逐项验收,定义与实现契约装配校验；未运行验收,未执行,,保留并验收,目录说明不代表运行实现；本表未做运行验收。 原清单无直接对应条目或未单列；作为基础设施/额外能力保留。,2026-09-16,working-tree@ed2f321106433943f2eb1e9c0212de9c37d335ad
yssbi.logic.less,小于,Less Than,逻辑与比较,yssbi.compare.less,src-tauri/crates/yss-node-catalog/src/builtin.rs:322,已注册（静态）,src-tauri/crates/yss-node-kernel/src/builtins/mod.rs,执行实现存在（静态）,src-tauri/crates/yss-node-kernel/src/builtins/mod.rs,结果查询基础；展示需逐项验收,定义与实现契约装配校验；未运行验收,未执行,,保留并验收,目录说明不代表运行实现；本表未做运行验收。 原清单无直接对应条目或未单列；作为基础设施/额外能力保留。,2026-09-16,working-tree@ed2f321106433943f2eb1e9c0212de9c37d335ad
yssbi.logic.less_equal,小于等于,Less or Equal,逻辑与比较,yssbi.compare.less_equal,src-tauri/crates/yss-node-catalog/src/builtin.rs:330,已注册（静态）,src-tauri/crates/yss-node-kernel/src/builtins/mod.rs,执行实现存在（静态）,src-tauri/crates/yss-node-kernel/src/builtins/mod.rs,结果查询基础；展示需逐项验收,定义与实现契约装配校验；未运行验收,未执行,,保留并验收,目录说明不代表运行实现；本表未做运行验收。 原清单无直接对应条目或未单列；作为基础设施/额外能力保留。,2026-09-16,working-tree@ed2f321106433943f2eb1e9c0212de9c37d335ad
yssbi.logic.not,非,Not,逻辑与比较,yssbi.logic.not,src-tauri/crates/yss-node-catalog/src/builtin.rs:461,已注册（静态）,src-tauri/crates/yss-node-kernel/src/builtins/mod.rs,执行实现存在（静态）,src-tauri/crates/yss-node-kernel/src/builtins/mod.rs,结果查询基础；展示需逐项验收,定义与实现契约装配校验；未运行验收,未执行,,保留并验收,目录说明不代表运行实现；本表未做运行验收。 原清单无直接对应条目或未单列；作为基础设施/额外能力保留。,2026-09-16,working-tree@ed2f321106433943f2eb1e9c0212de9c37d335ad
yssbi.logic.not_equal,不等于,Not Equal,逻辑与比较,yssbi.compare.not_equal,src-tauri/crates/yss-node-catalog/src/builtin.rs:314,已注册（静态）,src-tauri/crates/yss-node-kernel/src/builtins/mod.rs,执行实现存在（静态）,src-tauri/crates/yss-node-kernel/src/builtins/mod.rs,结果查询基础；展示需逐项验收,定义与实现契约装配校验；未运行验收,未执行,,保留并验收,目录说明不代表运行实现；本表未做运行验收。 原清单无直接对应条目或未单列；作为基础设施/额外能力保留。,2026-09-16,working-tree@ed2f321106433943f2eb1e9c0212de9c37d335ad
yssbi.logic.or,或,Or,逻辑与比较,yssbi.logic.or,src-tauri/crates/yss-node-catalog/src/builtin.rs:365,已注册（静态）,src-tauri/crates/yss-node-kernel/src/builtins/mod.rs,执行实现存在（静态）,src-tauri/crates/yss-node-kernel/src/builtins/mod.rs,结果查询基础；展示需逐项验收,定义与实现契约装配校验；未运行验收,未执行,,保留并验收,目录说明不代表运行实现；本表未做运行验收。 原清单无直接对应条目或未单列；作为基础设施/额外能力保留。,2026-09-16,working-tree@ed2f321106433943f2eb1e9c0212de9c37d335ad
yssbi.numeric.add,加法,Add,数值运算,yssbi.numeric.add,src-tauri/crates/yss-node-catalog/src/core_nodes/math.rs:15,已注册（静态）,src-tauri/crates/yss-node-kernel/src/builtins/mod.rs,执行实现存在（静态）,src-tauri/crates/yss-node-kernel/src/builtins/numeric.rs,结果查询基础；展示需逐项验收,定义与实现契约装配校验；未运行验收,未执行,4,保留并验收,已有标量/数列四则运算；不与序列聚合 sum/mean 混为同一能力。,2026-09-16,working-tree@ed2f321106433943f2eb1e9c0212de9c37d335ad
yssbi.numeric.divide,除法,Divide,数值运算,yssbi.numeric.divide,src-tauri/crates/yss-node-catalog/src/core_nodes/math.rs:36,已注册（静态）,src-tauri/crates/yss-node-kernel/src/builtins/mod.rs,执行实现存在（静态）,src-tauri/crates/yss-node-kernel/src/builtins/numeric.rs,结果查询基础；展示需逐项验收,定义与实现契约装配校验；未运行验收,未执行,4,保留并验收,已有标量/数列四则运算；不与序列聚合 sum/mean 混为同一能力。,2026-09-16,working-tree@ed2f321106433943f2eb1e9c0212de9c37d335ad
yssbi.numeric.exp,指数函数,Exponential,数值运算,yssbi.numeric.exp,src-tauri/crates/yss-node-catalog/src/core_nodes/math.rs:67,未注册,src-tauri/crates/yss-node-kernel/src/builtins/mod.rs,未定位节点专用实现,,未核对,未核对,未执行,,补接,目录说明不代表运行实现；本表未做运行验收。 原清单无直接对应条目或未单列；作为基础设施/额外能力保留。,2026-09-16,working-tree@ed2f321106433943f2eb1e9c0212de9c37d335ad
yssbi.numeric.ln,自然对数,Natural Logarithm,数值运算,yssbi.numeric.ln,src-tauri/crates/yss-node-catalog/src/core_nodes/math.rs:46,未注册,src-tauri/crates/yss-node-kernel/src/builtins/mod.rs,未定位节点专用实现,,未核对,未核对,未执行,,补接,目录说明不代表运行实现；本表未做运行验收。 原清单无直接对应条目或未单列；作为基础设施/额外能力保留。,2026-09-16,working-tree@ed2f321106433943f2eb1e9c0212de9c37d335ad
yssbi.numeric.log10,常用对数,Base-10 Logarithm,数值运算,yssbi.numeric.log10,src-tauri/crates/yss-node-catalog/src/core_nodes/math.rs:60,未注册,src-tauri/crates/yss-node-kernel/src/builtins/mod.rs,未定位节点专用实现,,未核对,未核对,未执行,,补接,目录说明不代表运行实现；本表未做运行验收。 原清单无直接对应条目或未单列；作为基础设施/额外能力保留。,2026-09-16,working-tree@ed2f321106433943f2eb1e9c0212de9c37d335ad
yssbi.numeric.log2,以 2 为底的对数,Base-2 Logarithm,数值运算,yssbi.numeric.log2,src-tauri/crates/yss-node-catalog/src/core_nodes/math.rs:53,未注册,src-tauri/crates/yss-node-kernel/src/builtins/mod.rs,未定位节点专用实现,,未核对,未核对,未执行,,补接,目录说明不代表运行实现；本表未做运行验收。 原清单无直接对应条目或未单列；作为基础设施/额外能力保留。,2026-09-16,working-tree@ed2f321106433943f2eb1e9c0212de9c37d335ad
yssbi.numeric.multiply,乘法,Multiply,数值运算,yssbi.numeric.multiply,src-tauri/crates/yss-node-catalog/src/core_nodes/math.rs:29,已注册（静态）,src-tauri/crates/yss-node-kernel/src/builtins/mod.rs,执行实现存在（静态）,src-tauri/crates/yss-node-kernel/src/builtins/numeric.rs,结果查询基础；展示需逐项验收,定义与实现契约装配校验；未运行验收,未执行,4,保留并验收,已有标量/数列四则运算；不与序列聚合 sum/mean 混为同一能力。,2026-09-16,working-tree@ed2f321106433943f2eb1e9c0212de9c37d335ad
yssbi.numeric.sqrt,平方根,Square Root,数值运算,yssbi.numeric.sqrt,src-tauri/crates/yss-node-catalog/src/core_nodes/math.rs:74,未注册,src-tauri/crates/yss-node-kernel/src/builtins/mod.rs,未定位节点专用实现,,未核对,未核对,未执行,,补接,目录说明不代表运行实现；本表未做运行验收。 原清单无直接对应条目或未单列；作为基础设施/额外能力保留。,2026-09-16,working-tree@ed2f321106433943f2eb1e9c0212de9c37d335ad
yssbi.numeric.square,平方,Square,数值运算,yssbi.numeric.square,src-tauri/crates/yss-node-catalog/src/core_nodes/math.rs:81,未注册,src-tauri/crates/yss-node-kernel/src/builtins/mod.rs,未定位节点专用实现,,未核对,未核对,未执行,,补接,目录说明不代表运行实现；本表未做运行验收。 原清单无直接对应条目或未单列；作为基础设施/额外能力保留。,2026-09-16,working-tree@ed2f321106433943f2eb1e9c0212de9c37d335ad
yssbi.numeric.subtract,减法,Subtract,数值运算,yssbi.numeric.subtract,src-tauri/crates/yss-node-catalog/src/core_nodes/math.rs:22,已注册（静态）,src-tauri/crates/yss-node-kernel/src/builtins/mod.rs,执行实现存在（静态）,src-tauri/crates/yss-node-kernel/src/builtins/numeric.rs,结果查询基础；展示需逐项验收,定义与实现契约装配校验；未运行验收,未执行,4,保留并验收,已有标量/数列四则运算；不与序列聚合 sum/mean 混为同一能力。,2026-09-16,working-tree@ed2f321106433943f2eb1e9c0212de9c37d335ad
yssbi.plot.correlation.view,相关性图,Correlation Plot,绘图,yssbi.plot.correlation.view,src-tauri/crates/yss-node-catalog/src/plot/mod.rs:82,未注册,src-tauri/crates/yss-node-kernel/src/builtins/mod.rs,节点定义存在；计算入口未定位,,前端图形种类存在；计算链待核对,未核对,未执行,28,补接,目录说明不代表运行实现；本表未做运行验收。,2026-09-16,working-tree@ed2f321106433943f2eb1e9c0212de9c37d335ad
yssbi.plot.correlogram.view,相关图（ACF 与 PACF）,Correlogram (ACF & PACF),绘图,yssbi.plot.correlogram.view,src-tauri/crates/yss-node-catalog/src/plot/mod.rs:96,未注册,src-tauri/crates/yss-node-kernel/src/builtins/mod.rs,相关投影/算法可复用；节点未接入,src-tauri/crates/yss-sci/src/ts/acf_pacf.rs,渲染器/报告入口存在；节点未接入,未核对,未执行,117;324;325,补接,目录说明不代表运行实现；本表未做运行验收。,2026-09-16,working-tree@ed2f321106433943f2eb1e9c0212de9c37d335ad
yssbi.plot.ecdf.view,经验累积分布图,Empirical CDF,绘图,yssbi.plot.ecdf.view,src-tauri/crates/yss-node-catalog/src/plot/mod.rs:50,未注册,src-tauri/crates/yss-node-kernel/src/builtins/mod.rs,节点定义存在；计算入口未定位,,前端图形种类存在；计算链待核对,未核对,未执行,,补接,目录说明不代表运行实现；本表未做运行验收。 原清单无直接对应条目或未单列；作为基础设施/额外能力保留。,2026-09-16,working-tree@ed2f321106433943f2eb1e9c0212de9c37d335ad
yssbi.plot.histogram.view,直方图,Histogram,绘图,yssbi.plot.histogram.view,src-tauri/crates/yss-node-catalog/src/plot/mod.rs:73,未注册,src-tauri/crates/yss-node-kernel/src/builtins/mod.rs,相关投影/算法可复用；节点未接入,src-tauri/crates/yss-datafusion/src/profile.rs,渲染器/报告入口存在；节点未接入,未核对,未执行,225,补接,目录说明不代表运行实现；本表未做运行验收。,2026-09-16,working-tree@ed2f321106433943f2eb1e9c0212de9c37d335ad
yssbi.plot.kde.view,核密度估计图,Kernel Density Estimate,绘图,yssbi.plot.kde.view,src-tauri/crates/yss-node-catalog/src/plot/mod.rs:59,未注册,src-tauri/crates/yss-node-kernel/src/builtins/mod.rs,相关投影/算法可复用；节点未接入,src-tauri/crates/yss-sci/src/stats/density.rs,渲染器/报告入口存在；节点未接入,未核对,未执行,236,补接,目录说明不代表运行实现；本表未做运行验收。,2026-09-16,working-tree@ed2f321106433943f2eb1e9c0212de9c37d335ad
yssbi.plot.line.view,折线图,Line Plot,绘图,yssbi.plot.line.view,src-tauri/crates/yss-node-catalog/src/plot/mod.rs:41,未注册,src-tauri/crates/yss-node-kernel/src/builtins/mod.rs,相关投影/算法可复用；节点未接入,src-tauri/crates/yss-application/src/chart/projection.rs,渲染器/报告入口存在；节点未接入,未核对,未执行,118;233,补接,目录说明不代表运行实现；本表未做运行验收。,2026-09-16,working-tree@ed2f321106433943f2eb1e9c0212de9c37d335ad
yssbi.plot.scatter.view,散点图,Scatter Plot,绘图,yssbi.plot.scatter.view,src-tauri/crates/yss-node-catalog/src/plot/mod.rs:32,未注册,src-tauri/crates/yss-node-kernel/src/builtins/mod.rs,相关投影/算法可复用；节点未接入,src-tauri/crates/yss-application/src/chart/projection.rs,渲染器/报告入口存在；节点未接入,未核对,未执行,224,补接,目录说明不代表运行实现；本表未做运行验收。,2026-09-16,working-tree@ed2f321106433943f2eb1e9c0212de9c37d335ad
yssbi.project.function.call,调用函数,Call Function,函数结构,,src-tauri/crates/yss-node-catalog/src/project.rs:45,结构节点（函数执行链未接入）,src-tauri/crates/yss-node-catalog/src/project.rs:63,不适用（图结构）,,未核对,未核对,未执行,,后续接入,结构节点按 Graph 语义核对；当前函数子计划 lowering/execution 尚未接入，不应仅按 kernel 缺失计数。 原清单无直接对应条目或未单列；作为基础设施/额外能力保留。,2026-09-16,ed2f321106433943f2eb1e9c0212de9c37d335ad
yssbi.project.function.entry,函数入口,Function Entry,函数结构,,src-tauri/crates/yss-node-catalog/src/project.rs:31,结构节点（函数执行链未接入）,src-tauri/crates/yss-node-catalog/src/project.rs:63,不适用（图结构）,,未核对,未核对,未执行,,后续接入,结构节点按 Graph 语义核对；当前函数子计划 lowering/execution 尚未接入，不应仅按 kernel 缺失计数。 原清单无直接对应条目或未单列；作为基础设施/额外能力保留。,2026-09-16,ed2f321106433943f2eb1e9c0212de9c37d335ad
yssbi.project.function.return,函数返回,Function Return,函数结构,,src-tauri/crates/yss-node-catalog/src/project.rs:38,结构节点（函数执行链未接入）,src-tauri/crates/yss-node-catalog/src/project.rs:63,不适用（图结构）,,未核对,未核对,未执行,,后续接入,结构节点按 Graph 语义核对；当前函数子计划 lowering/execution 尚未接入，不应仅按 kernel 缺失计数。 原清单无直接对应条目或未单列；作为基础设施/额外能力保留。,2026-09-16,ed2f321106433943f2eb1e9c0212de9c37d335ad
yssbi.statistics.adf.summary,DF / ADF 汇总,DF / ADF Summary,统计,yssbi.statistics.adf.summary,src-tauri/crates/yss-node-catalog/src/statistics/families.rs:50,未注册,src-tauri/crates/yss-node-kernel/src/builtins/mod.rs,算法存在；范围需核对,src-tauri/crates/yss-sci/src/ts/unit_root.rs,报告组件/定义存在；执行待接入,需贯通配置,未执行,114,补接,目录说明不代表运行实现；本表未做运行验收。,2026-09-16,working-tree@ed2f321106433943f2eb1e9c0212de9c37d335ad
yssbi.statistics.adf.test,DF / ADF 单位根检验,Dickey–Fuller / Augmented Dickey–Fuller,统计,yssbi.statistics.adf.test,src-tauri/crates/yss-node-catalog/src/statistics/families.rs:41,未注册,src-tauri/crates/yss-node-kernel/src/builtins/mod.rs,算法存在；范围需核对,src-tauri/crates/yss-sci/src/ts/unit_root.rs,报告组件/定义存在；执行待接入,需贯通配置,未执行,114,补接,目录说明不代表运行实现；本表未做运行验收。,2026-09-16,working-tree@ed2f321106433943f2eb1e9c0212de9c37d335ad
yssbi.statistics.gls.fit,拟合 GLS,Fit GLS,统计,yssbi.statistics.gls.fit,src-tauri/crates/yss-node-catalog/src/statistics/families.rs:77,未注册,src-tauri/crates/yss-node-kernel/src/builtins/mod.rs,算法存在；执行未接入,src-tauri/crates/yss-sci/src/regression/linear_model/gls.rs,报告组件/定义存在；执行待接入,需贯通配置,未执行,257,补接,已有算法须核对参数、结果和范围后接入；注册成功不作为验收。,2026-09-16,working-tree@ed2f321106433943f2eb1e9c0212de9c37d335ad
yssbi.statistics.gls.summary,GLS 汇总,GLS Summary,统计,yssbi.statistics.gls.summary,src-tauri/crates/yss-node-catalog/src/statistics/families.rs:86,未注册,src-tauri/crates/yss-node-kernel/src/builtins/mod.rs,算法存在；执行未接入,src-tauri/crates/yss-sci/src/regression/linear_model/gls.rs,报告组件/定义存在；执行待接入,需贯通配置,未执行,257,补接,已有算法须核对参数、结果和范围后接入；注册成功不作为验收。,2026-09-16,working-tree@ed2f321106433943f2eb1e9c0212de9c37d335ad
